priority_score,normalized_name,canonical_name,lookup_count,is_ready,allergens,diets,blocked_diets,reason_codes,top_surface_forms,datasets,review_status,review_notes
465,natural and artificial beef flavor with butterfat,natural and artificial beef flavor with butterfat,8,yes,,Gluten-free,Pescatarian | Vegan | Vegetarian,diet_block:meat | evidence:surface_form,natural and artificial beef flavor with butterfat (8),usda_only_train:5 | usda_only_val:2 | usda_only_holdout:1,,
465,natural flavors from non meat source,natural flavors from non-meat source,8,yes,,Gluten-free,Pescatarian | Vegan | Vegetarian,diet_block:meat | evidence:surface_form,natural flavors from non-meat sources (8),usda_only_train:3 | usda_only_holdout:3 | usda_only_val:2,,
465,chicken flavoring,chicken flavoring,7,yes,,Gluten-free,Pescatarian | Vegan | Vegetarian,diet_block:meat | evidence:surface_form,"chicken flavoring (salt, autolyzed yeast extract, dried chicken broth, chicken fat, dextrose, corn starch, maltodextrin, natural flavor) (7)",usda_only_train:7,,
460,shortening flakes palm oil soy lecithin natural and artificial flavor beta carotene citric acid added as a preservative,"shortening flakes palm oil, soy lecithin, natural and artificial flavor, beta-carotene , citric acid added as a preservative",18,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,"shortening flakes (palm oil, soy lecithin, natural and artificial flavor, beta-carotene (color), citric acid added as a preservative) (18)",usda_only_train:11 | usda_only_val:4 | usda_only_holdout:3,,
460,dark chocolate flavored confectionery chip,dark chocolate flavored confectionery chip,16,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | evidence:surface_form,"dark chocolate flavored confectionery chip (sugar, hydrogenated palm kernel oil, cocoa powder processed with alkali , soy lecithin emulsifier , salt, artificial flavor vanilla ) (6) | dark chocolate flavored confectionery chip (sugar, hydrogenated palm kernel oil, cocoa powder processed with alkali , soy lecithin emulsifier , iodized salt, artificial flavor vanillin ) (5) | dark chocolate flavored confectionery chips (sugar, hydrogenated palm kernel oil, cocoa powder processed with alkali , soy lecithin emulsifier , iodized salt, artificial flavor vanillin ) (5)",usda_only_train:11 | usda_only_holdout:3 | usda_only_val:2,,
460,peanut butter flavored coating sugar,peanut butter flavored coating sugar,15,yes,peanut,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:peanut,peanut butter flavored coating sugar (15),usda_only_train:12 | usda_only_holdout:2 | usda_only_val:1,,
460,natural flavored oil,natural flavored oil,13,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | evidence:surface_form,"natural flavored oil (soybean oil, hydrogenated soybean oil, natural flavors, beta-carotene color ) (4) | natural flavored oil (soybean oil, hydrogenated soybean oil, natural flavors, beta carotene) (4) | natural flavored oil (soybean oil, hydrogenated soybean oil, natural flavors, beta-carotene) (3) | natural flavored oil (soybean oil, hydrogenated soybean oil, natural flavors, beta carotene color ) (2)",usda_only_train:10 | usda_only_val:2 | usda_only_holdout:1,,
460,berry flavored nugget,berry flavored nugget,11,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | evidence:surface_form,"berry flavored nuggets (dextrose, sugar, corn flour, soybean oil, modified corn starch, citric acid, cellulose gum, natural flavors, fruit and vegetable extract blueberry and purple carrot , dried blueberries, dried blackberries, dried raspberries, dried strawberries) (7) | berry flavored nuggets (dextrose, sugar, corn flour, soybean oil, modified cornstarch, citric acid,cellulose gum, natural flavors, fruit and vegetable extract blueberry and purple carrot , dried blueberries, dried blackberries, dried raspberries, dried strawberries) (4)",usda_only_train:6 | usda_only_holdout:3 | usda_only_val:2,,
460,cinnamon flavored icing,cinnamon flavored icing,11,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | evidence:surface_form,"cinnamon flavored icing (sugar, water, corn syrup, corn starch, vegetable oil palm, soybean and/or cottonseed oils , salt, cinnamon, polysorbate 60, natural and artificial flavors, sorbic acid preservative , gums xanthan, carob bean, guar ) (7) | cinnamon flavored icing (sugar, water, corn syrup, corn starch, vegetable oil palm, soybean and/ or cottonseed oils , salt, cinnamon, polysorbate 60, natural and artificial flavors, sorbic acid preservative , gums xanthan, carob bean, guar ) (4)",usda_only_train:8 | usda_only_val:2 | usda_only_holdout:1,,
460,chocolate flavored chips,chocolate flavored chips+,10,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | evidence:surface_form,"chocolate flavored chips+ (sugar, partially hydrogenated palm kernel oil, cocoa, cocoa processed with alkali, dextrose and soy lecithin (an emulsifier), corn syrup, high fructose corn syrup (5) | chocolate flavored chips+ (sugar partially hydrogenated palm kernel oil, cocoa, cocoa processed with alkali, dextrose and soy lecithin an emulsifier ) (5)",usda_only_train:7 | usda_only_holdout:2 | usda_only_val:1,,
460,chocolate flavored coating sugar hydrogenated palm kernel oil cocoa powder soy lecithin vanillin,"chocolate flavored coating sugar, hydrogenated palm kernel oil, cocoa powder , soy lecithin, vanillin",10,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,"chocolate flavored coating (sugar, hydrogenated palm kernel oil, cocoa powder (processed with alkali), soy lecithin, vanillin) (10)",usda_only_train:7 | usda_only_holdout:2 | usda_only_val:1,,
460,natural flavor includes soy lecithin,natural flavor includes soy lecithin,10,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,natural flavor includes soy lecithin (10),usda_only_train:8 | usda_only_val:2,,
460,apple pie flavored pecan,apple pie flavored pecan,9,yes,tree nut,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:tree_nut,"apple pie flavored pecans (pecans, sugar, citric acid, ascorbic acid (vitamin c ), dried sweetened cranberries (crane berries, sugar, sunflower oil) (5) | apple pie flavored pecans (pecans, sugar, cinnamon) (2) | apple pie flavored pecans (pecans, sugar (2)",usda_only_train:6 | usda_only_holdout:2 | usda_only_val:1,,
460,caramel flavored chocolate chip,caramel flavored chocolate chip,9,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | evidence:surface_form,"caramel flavored chocolate chips (salted caramel flavored coating sugar, palm kernel oil, nonfat milk, milk, salt, artificial color yellow 6 lake, yellow 5 lake, blue 2 lake , soy lecithin, natural flavor , milk chocolate chips sugar, cocoa butter, milk, chocolate liquor, soy lecithin, artificial flavor , gum acacia, sugar, confectioner's glaze) (9)",usda_only_train:7 | usda_only_holdout:2,,
460,soy lecithin artificial flavoring,soy lecithin artificial flavoring,9,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,soy lecithin artificial flavoring (9),usda_only_train:6 | usda_only_val:2 | usda_only_holdout:1,,
460,dark chocolate flavored drop,dark chocolate flavored drop,8,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | evidence:surface_form,"dark chocolate flavored drops (maltitol*, chocolate liquor processed with alkali, cocoa butter, emulsifiers sorbitan tristearate, soy lecithin , vanilla) (6) | dark chocolate flavored drops (maltitol*, chocolate liquor processed with alkali , cocoa butter, emulsifiers sorbitan tristearate, soy lecithin , vanilla) (2)",usda_only_train:4 | usda_only_holdout:3 | usda_only_val:1,,
450,peanut butter flavored chip,peanut butter flavored chip,95,yes,peanut | soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:peanut | allergen:soy | evidence:surface_form,"peanut butter flavored chips (sugar, partially defatted peanut flour, palm kernel and palm oil, nonfat dry milk, dextrose, soy lecithin, salt) (37) | peanut butter flavored chips (sugar, palm and palm kernel oil, peanut flour, dextrose, nonfat dry milk, soy lecithin, salt) (14) | peanut butter flavored chips (sugar, palm kernel and palm oil, partially defatted peanut flour, skim dry milk solids, anhydrous dextrose, salt, soy lecithin) (13) | peanut butter flavored chips (sugar, palm kernel and palm oil, partially defatted peanut flour, whey, nonfat dry milk, peanuts, anhydrous dextrose, salt, soy lecithin) (9) | peanut butter flavored chips (partially defatted peanuts, sugar, partially hydrogenated vegetable oils palm kernel oil, soybean oil , corn syrup solids, dextrose, reduced minerals whey, salt, soy lecithin, vanillin) (5)",usda_only_train:62 | usda_only_val:22 | usda_only_holdout:11,,
450,peanut butter flavored drop,peanut butter flavored drop,33,yes,peanut | soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:peanut | allergen:soy | evidence:surface_form,"peanut butter flavored drop (sugar, palm kernel and palm oil, peanut flour, nonfat milk powder, dextrose, salt, soy lecithin an emulsifier ) (7) | peanut butter flavored drops (sugar, partially hydrogenated palm kernel oil, partially defatted peanut flour, nonfat dry milk solids, whey powder, peanut butter peanuts, hydrogenated cottonseed and rapeseed oil , anhydrous dextrose, salt, soy lecithin) (7) | peanut butter flavored drops (sugar, partially hydrogenated palm kernel oil, partially defatted peanuts flour, nonfat dry milk solids, whey powder, peanut butter peanuts, hydrogenated cottonseed and rapeseed oil , anhydrous dextrose, salt, soy lecithin) (5) | peanut butter flavored drop (sugar, palm kernel and palm oil, peanut flour, nonfat milk powder, dextrose, salt, soy lecithin emulsifier ) (5) | peanut butter flavored drops (sugar, palm kernel and palm oil, peanut flour, nonfat milk powder, dextrose, salt, soy lecithin an emulsifier ) (5)",usda_only_train:24 | usda_only_holdout:5 | usda_only_val:4,,
450,reese s peanut butter flavored chip,reese's peanut butter flavored chip,23,yes,peanut | soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:peanut | allergen:soy | evidence:surface_form,"reese's peanut butter flavored chips (peanuts, sugar, hydrogenated vegetable oil palm kernel, soybean oil , corn syrup solids, dextrose, reduced protein whey, salt, palm kernel oil, artificial flavor, soy lecithin) (8) | reese's peanut butter flavored chips (peanuts, sugar, hydrogenated vegetable oil palm kernel, soybean , corn syrup solids, dextrose, reduced protein whey, salt, palm kernel oil, artificial flavor, soy lecithin) (6) | reese's peanut butter flavored chips (peanuts, sugar, hydrogenated palm kernel oil, corn syrup solids, dextrose, reduced protein whey, hydrogenated soybean oil, salt, palm kernel oil, natural and artificial flavor, soy lecithin) (6) | reese's peanut butter flavored chips (partially defatted peanut meal, sugar, partially hydrogenated vegetable oil palm kernel and soybean , corn syrup solids, dextrose, reduced minerals, whey, salt, vanillin, soy lecithin) (3)",usda_only_train:17 | usda_only_holdout:5 | usda_only_val:1,,
405,chicken flavor dehydrated chicken broth,chicken flavor dehydrated chicken broth,75,yes,,Gluten-free,Pescatarian | Vegan | Vegetarian,diet_block:meat | evidence:surface_form,chicken flavor dehydrated chicken broth (75),usda_only_train:50 | usda_only_val:14 | usda_only_holdout:11,,
405,beef flavor cooked beef,beef flavor cooked beef,70,yes,,Gluten-free,Pescatarian | Vegan | Vegetarian,diet_block:meat | evidence:surface_form,beef flavor cooked beef (70),usda_only_train:46 | usda_only_val:13 | usda_only_holdout:11,,
405,bacon with smoke flavoring added,bacon with smoke flavoring added,42,yes,,Gluten-free,Pescatarian | Vegan | Vegetarian,diet_block:meat | evidence:surface_form,"bacon with smoke flavoring added (cured with water, salt, sugar, smoke flavoring, sodium phosphates, sodium erythorbate, sodium nitrite) (42)",usda_only_train:24 | usda_only_val:11 | usda_only_holdout:7,,
405,artificial chicken flavor with hydrolyzed corn protein,artificial chicken flavor with hydrolyzed corn protein,35,yes,,Gluten-free,Pescatarian | Vegan | Vegetarian,diet_block:meat | evidence:surface_form,artificial chicken flavor with hydrolyzed corn protein (35),usda_only_train:24 | usda_only_holdout:6 | usda_only_val:4 | openfoodfacts_targeted:1,,
405,turkey flavor turkey broth,turkey flavor turkey broth,30,yes,,Gluten-free,Pescatarian | Vegan | Vegetarian,diet_block:meat | evidence:surface_form,turkey flavor turkey broth (30),usda_only_train:20 | usda_only_holdout:7 | usda_only_val:3,,
405,chicken broth flavor chicken broth,chicken broth flavor chicken broth,27,yes,,Gluten-free,Pescatarian | Vegan | Vegetarian,diet_block:meat | evidence:surface_form,chicken broth flavor chicken broth (27),usda_only_train:17 | usda_only_holdout:6 | usda_only_val:4,,
405,cooked bacon with smoke flavoring added,cooked bacon with smoke flavoring added,27,yes,,Gluten-free,Pescatarian | Vegan | Vegetarian,diet_block:meat | evidence:surface_form,"cooked bacon with smoke flavoring added (bacon cured with water, salt, sugar, sodium nitrite (19) | cooked bacon with smoke flavoring added (bacon cured with water, salt, sugar, sodium nitrate , apocarotenal color ) (4) | cooked bacon with smoke flavoring added (bacon cured with water, salt, sugar, sodium nitrite . fully cooked bacon (bacon cured with water, salt, sugar, sodium phosphates, sodium erythorbate, sodium nitrite , smoke flavoring), rendered bacon-flavored fat, stabilizer (corn starch, gum arabic, xanthan gum, guar gum), canola oil, disodium phosphate, maltodextrin, smoked paprika (paprika, natural smoke flavor), tara gum, spice (4)",usda_only_train:17 | usda_only_holdout:6 | usda_only_val:4,,
405,pork flavor modified corn starch,pork flavor modified corn starch,27,yes,,Gluten-free,Pescatarian | Vegan | Vegetarian,diet_block:meat | evidence:surface_form,pork flavor modified corn starch (27),usda_only_train:21 | usda_only_holdout:6,,
405,bht with citric acid added to help protect flavor pork,bht with citric acid added to help protect flavor pork,21,yes,,Gluten-free,Pescatarian | Vegan | Vegetarian,diet_block:meat | evidence:surface_form,bht with citric acid added to help protect flavor pork (21),usda_only_train:15 | usda_only_val:3 | usda_only_holdout:3,,
405,artificial chicken flavor hydrolyzed corn protein,artificial chicken flavor hydrolyzed corn protein,20,yes,,Gluten-free,Pescatarian | Vegan | Vegetarian,diet_block:meat | evidence:surface_form,artificial chicken flavor hydrolyzed corn protein (20),usda_only_train:13 | usda_only_holdout:4 | usda_only_val:3,,
405,beef flavored stock,beef flavored stock,20,yes,,Gluten-free,Pescatarian | Vegan | Vegetarian,diet_block:meat | evidence:surface_form,"organic beef flavored stock (16) | organic beef flavored stock (water, organic beef stock from concentrate dried organic beef stock) (4)",usda_only_train:14 | usda_only_holdout:6,,
400,dark chocolate flavored confectionary chip,dark chocolate flavored confectionary chip,81,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | evidence:surface_form,"dark chocolate flavored confectionary chip (sugar, hydrogenated palm kernel oil, cocoa powder processed with alkali , soy lecithin emulsifier , iodized salt, artificial flavor vanillin ) (46) | dark chocolate flavored confectionary chip (sugar, hydrogenated palm kernel oil, cocoa powder processed with alkali , soy lecithin emulsifier , iodized salt, artificial flavor vanillin , high fructose corn syrup, corn syrup (13) | dark chocolate flavored confectionary chip (sugar, hydrogenated palm kernel oil, cocoa powder processed with alkali , soy lecithin emulsifier , iodized salt, artificial flavor vanillin , high fructose corn syrup (6) | dark chocolate flavored confectionary chip (sugar, hydrogenated palm kernel oil, cocoa powder processed with alkali , soy lecithin emulsifier , iodized salt, artificial flavor (vanillin ), high fructose corn syrup, corn syrup (5) | dark chocolate flavored confectionary chip (sugar, hydrogenated palm kernel oil, cocoa power processed with alkali , soy lecithin emulsifier , iodized salt, artificial flavor vanillin ) (5)",usda_only_train:64 | usda_only_val:12 | usda_only_holdout:5,,
400,natural and artificial flavors hydrolyzed soy protein,natural and artificial flavors hydrolyzed soy protein,27,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,natural and artificial flavors hydrolyzed soy protein (27),usda_only_train:17 | usda_only_val:6 | usda_only_holdout:4,,
400,margarine palm oil water soybean oil salt natural flavor soy lecithin beta carotene vitamin a palmitate added,"margarine palm oil, water, soybean oil, salt, natural flavor, soy lecithin, beta carotene , vitamin a palmitate added",23,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,"margarine (palm oil, water, soybean oil, salt, natural flavor, soy lecithin, beta carotene (color), vitamin a palmitate added) (23)",usda_only_train:17 | usda_only_val:4 | usda_only_holdout:2,,
400,natural flavor soy lecithin,natural flavor soy lecithin,21,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,natural flavor soy lecithin (21),usda_only_train:17 | usda_only_val:2 | usda_only_holdout:2,,
400,natural flavor soy,natural flavor soy,20,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,natural flavor soy (20),usda_only_train:12 | usda_only_val:4 | usda_only_holdout:3 | openfoodfacts_targeted:1,,
365,natural pork flavor modified cornstarch,natural pork flavor modified cornstarch,151,yes,,Gluten-free,Pescatarian | Vegan | Vegetarian,diet_block:meat | evidence:surface_form,natural pork flavor modified cornstarch (151),usda_only_train:97 | usda_only_val:29 | usda_only_holdout:25,,
365,chicken flavor chicken broth,chicken flavor chicken broth,146,yes,,Gluten-free,Pescatarian | Vegan | Vegetarian,diet_block:meat | evidence:surface_form,chicken flavor chicken broth (146),usda_only_train:106 | usda_only_val:24 | usda_only_holdout:16,,
365,smoke flavor added,smoke flavor added,126,yes,,Gluten-free,Pescatarian | Vegan | Vegetarian,diet_block:meat | evidence:surface_form,"smoke flavor added (56) | smoke flavor added (chicken breast meat with rib meat, water (33) | smoke flavor added (beef, salt, water, pasteurized process cheddar cheese stick (cultured pasteurized milk, water, salt, sodium phosphate, natural flavoring, sorbic acid preservative , color paprika and turmeric extract , enzymes) (8) | smoke flavor added (cured with water, salt, sugar, sodium phosphate, natural smoke flavor, sodium erythorbate, sodium nitrite) (8) | smoke flavor added (beef, salt, water (5)",usda_only_train:78 | usda_only_val:25 | usda_only_holdout:23,,
160,blueberry flavored cranberry,blueberry flavored cranberry,19,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,"blueberry flavored cranberries (sugar, cranberries, blueberry juice from concentrate, grape juice concentrate ) (12) | blueberry flavored cranberries (sugar, dried cranberries, blueberry juice, grape juice concentrate, sunflower oil) (4) | blueberry flavored cranberries (sugar, cranberries, blueberry juice from concentrate, grape juice concentrate , sunflower oil) (2) | blueberry flavored cranberries (sugar, dried cranberries, fruit juice , blueberry juice concentrate) (1)",usda_only_train:12 | usda_only_val:4 | usda_only_holdout:3,,
160,garlic flavor canola oil,garlic flavor canola oil,19,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,garlic flavor canola oil (19),usda_only_train:13 | usda_only_val:4 | usda_only_holdout:2,,
160,natural flavor and garlic powder,natural flavor and garlic powder,19,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,natural flavor and garlic powder (19),usda_only_train:9 | usda_only_holdout:6 | usda_only_val:4,,
160,natural vanilla flavoring,natural vanilla flavoring,19,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,natural vanilla flavoring (19),usda_only_train:10 | usda_only_holdout:5 | usda_only_val:4,,
160,natural flavoring including celery juice concentrate,natural flavoring including celery juice concentrate,18,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,natural flavoring including celery juice concentrate (18),usda_only_train:10 | usda_only_val:6 | usda_only_holdout:2,,
160,dark chocolate flavored coating chicory root inulin,dark chocolate flavored coating chicory root inulin,16,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,dark chocolate flavored coating chicory root inulin (16),usda_only_train:13 | usda_only_val:3,,
160,natural flavor lactic acid,natural flavor lactic acid,16,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,natural flavor lactic acid (16),usda_only_train:11 | usda_only_val:3 | usda_only_holdout:2,,
160,artificial flavor and calcium propionate preservative,artificial flavor and calcium propionate preservative,15,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,artificial flavor and calcium propionate preservative (15),usda_only_train:9 | usda_only_holdout:4 | usda_only_val:2,,
160,natural and artificial flavor and mono and diglyceride,natural and artificial flavor and mono- and diglyceride,15,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,natural and artificial flavor and mono- and diglycerides (15),usda_only_train:11 | usda_only_val:3 | usda_only_holdout:1,,
160,salt and vanillin an artificial flavoring,salt and vanillin an artificial flavoring,14,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,salt and vanillin an artificial flavoring (14),usda_only_train:10 | usda_only_val:2 | usda_only_holdout:2,,
160,and natural flavoring,and natural flavoring,13,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,and natural flavorings (13),usda_only_train:11 | usda_only_val:2,,
160,blueberry flavored bits sugar,blueberry flavored bits sugar,13,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,blueberry flavored bits sugar (13),usda_only_train:5 | usda_only_val:4 | usda_only_holdout:4,,
160,lemon flavored drizzle sugar,lemon flavored drizzle sugar,13,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,lemon flavored drizzle sugar (13),usda_only_train:9 | usda_only_val:4,,
160,lemon flavored pieces sugar,lemon flavored pieces sugar,13,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,lemon flavored pieces sugar (13),usda_only_train:9 | usda_only_val:4,,
160,natural flavor and sodium bicarbonate,natural flavor and sodium bicarbonate,13,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,natural flavor (wonf) and sodium bicarbonate (7) | natural flavor ( wonf) and sodium bicarbonate (6),usda_only_train:5 | usda_only_val:4 | usda_only_holdout:4,,
160,naturalflavor,naturalflavor,13,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,naturalflavors (7) | naturalflavor (6),usda_only_train:9 | usda_only_val:2 | usda_only_holdout:2,,
160,strawberry artificially flavored filling,strawberry artificially flavored filling,13,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,"strawberry artificially flavored filling (high fructose corn syrup, strawberries, water, modified corn starch, sugar, preservatives sodium propionate, potassium sorbate , artificial flavor, salt, citric acid, xanthan gum, locust bean gum, guar gum, red 40) (12) | strawberry artificially flavored filling (high fructose corn syrup, strawberries, water, modified cornstarch, sugar, to preserve freshness sodium propionate, potassium sorbate , artificial flavor, salt, citric acid, xanthan gum, locust bean gum, guar gum, artificial color red 40 ) (1)",usda_only_train:11 | usda_only_val:1 | usda_only_holdout:1,,
160,apple and cinnamon flavored filling sugar,apple and cinnamon flavored filling sugar,12,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,apple and cinnamon flavored filling sugar (12),usda_only_train:8 | usda_only_val:3 | usda_only_holdout:1,,
160,blueberry flavored filling sugar,blueberry flavored filling sugar,12,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,blueberry flavored filling sugar (12),usda_only_train:8 | usda_only_val:2 | usda_only_holdout:2,,
160,candy coated chocolate flavored pieces sugar,candy coated chocolate flavored pieces sugar,12,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,candy coated chocolate flavored pieces sugar (12),usda_only_train:6 | usda_only_val:3 | usda_only_holdout:3,,
160,chocolate flavored coating palm kernel oil,chocolate flavored coating palm kernel oil,12,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,chocolate flavored coating palm kernel oil (12),usda_only_train:10 | usda_only_holdout:2,,
160,natural flavor and citric acid,natural flavor and citric acid,12,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,natural flavor and citric acid (12),usda_only_train:10 | usda_only_val:1 | usda_only_holdout:1,,
160,natural flavor maltodextrin,natural flavor maltodextrin,12,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,natural flavor maltodextrin (12),usda_only_train:10 | usda_only_holdout:2,,
160,pomegranate flavored cranberry,pomegranate flavored cranberry,12,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,"pomegranate flavored cranberries (cranberries, sugar, natural flavor) (12)",usda_only_train:8 | usda_only_val:4,,
160,artificial flavor vitamin a palmitate,artificial flavor vitamin a palmitate,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,artificial flavor vitamin a palmitate (11),usda_only_train:6 | usda_only_holdout:3 | usda_only_val:2,,
160,natural flavor and salt,natural flavor and salt,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,natural flavor and salt (11),usda_only_train:8 | usda_only_val:2 | usda_only_holdout:1,,
160,potato flour and flavoring,potato flour and flavoring,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,potato flour and flavorings (11),usda_only_train:8 | usda_only_val:3,,
160,and natural and artificialflavor,and natural and artificialflavor,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,and natural and artificialflavors (10),usda_only_train:5 | usda_only_holdout:3 | usda_only_val:2,,
160,artificial flavor beta carotene,artificial flavor beta carotene,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,artificial flavor beta carotene (10),usda_only_train:7 | usda_only_val:2 | usda_only_holdout:1,,
160,blueberry flavored fruit piece,blueberry flavored fruit piece,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,"blueberry flavored fruit pieces (sugar, cranberries, blueberry juice from concentrate, grape juice concentrate , sunflower oil) (10)",usda_only_train:10,,
160,dark chocolate flavored coating sugar,dark chocolate flavored coating sugar,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,dark chocolate flavored coating sugar (10),usda_only_train:7 | usda_only_val:2 | usda_only_holdout:1,,
160,grill flavor maltodextrin,grill flavor maltodextrin,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,grill flavor maltodextrin (10),usda_only_train:9 | usda_only_val:1,,
160,hickory smoke flavoring,hickory smoke flavoring,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,hickory smoke flavoring (10),usda_only_val:4 | usda_only_train:3 | usda_only_holdout:3,,
160,natural and artificial flavor white confectionery coating sugar,natural and artificial flavor white confectionery coating sugar,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,natural and artificial flavor white confectionery coating sugar (10),usda_only_train:7 | usda_only_holdout:2 | usda_only_val:1,,
160,natural flavors including smoke,natural flavors including smoke,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,natural flavors including smoke (10),usda_only_train:10,,
160,strawberry flavored filling sugar,strawberry flavored filling sugar,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,strawberry flavored filling sugar (10),usda_only_train:6 | usda_only_val:2 | usda_only_holdout:2,,
160,blackberry cobbler flavored candy corn,blackberry cobbler flavored candy corn,9,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,"blackberry cobbler flavored candy corn (sugar, corn syrup (9)",usda_only_train:6 | usda_only_val:2 | usda_only_holdout:1,,
160,grill flavor from vegetable oil,grill flavor from vegetable oil,9,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,grill flavor from vegetable oil (9),usda_only_train:7 | usda_only_val:1 | usda_only_holdout:1,,
160,less than 2 natural onion flavoring gum arabic,less than 2% natural onion flavoring gum arabic,9,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,less than 2% natural onion flavoring gum arabic (9),usda_only_train:4 | usda_only_val:3 | usda_only_holdout:2,,
160,natural and artificial apple cinnamon flavored bit,natural and artificial apple cinnamon flavored bit,9,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,"natural and artificial apple cinnamon flavored bits (sugar, hydrogenated palm oil, corn flour, corn starch, cinnamon, natural and artificial flavor, malic acid, caramel color, yellow 5 lake, yellow 6 lake) (9)",usda_only_train:8 | usda_only_val:1,,
160,natural vanilla flavor wonf,natural vanilla flavor wonf,9,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,natural vanilla flavor wonf (9),usda_only_train:7 | usda_only_val:1 | usda_only_holdout:1,,
160,salted caramel flavored coating sugar,salted caramel flavored coating sugar,9,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,salted caramel flavored coating sugar (9),usda_only_train:7 | usda_only_holdout:2,,
160,seared steak flavor maltodextrin,seared steak flavor maltodextrin,9,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,seared steak flavor maltodextrin (9),usda_only_train:4 | usda_only_val:4 | usda_only_holdout:1,,
160,toffee flavored bit,toffee flavored bit,9,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,"toffee flavored bits (dextrose, palm oil, sugar, white corn flour, natural and artificial flavor, salt, caramel color, yellow 6 lake) (9)",usda_only_train:6 | usda_only_holdout:2 | usda_only_val:1,,
