priority_score,normalized_name,canonical_name,lookup_count,is_ready,allergens,diets,blocked_diets,reason_codes,top_surface_forms,datasets,review_status,review_notes
1175,sriracha sauce,sriracha sauce,66,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:product_style,"sriracha sauce (red jalapenos, aged cayenne peppers, garlic) (15) | sriracha sauce (chili, sugar, salt, garlic, distilled vinegar, potassium sorbate (9) | sriracha sauce (distilled vinegar,cayenne peppers, sugar, salt,jalapeno puree jalapeno peppers, salt, citric acid , water, carrot fiber, dried garlic,natural flavors ;red pepper crisps: red bell peppers, enriched wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), sunflower, safflower and/or canola oil and salt; sriracha chow mein noodles: chow mein noodles (wheat flour, non-gmo canola oil, and salt), sriracha seasoning (chili peppers, sugar, dextrose, garlic powder, salt, paprika, onion powder, spices, vinegar powder, spice extractives, less than 2% calcium silicate and soybean oil added as an anticaking agent) (6) | sriracha sauce (distilled vinegar, cayenne peppers, sugar, salt, jalapeno puree jalapeno peppers, salt, citric acid , water, carrot fiber, dried garlic, natural flavors ; dried pineapple: pineapple, cane sugar, citric acid; wonton strips: wheat flour, non-gmo canola oil, water and salt; cheese: pasteurized milk, salt, cheese culture, powdered cellulose (to prevent caking), enzymes, sorbic acid (preservative); black sesame seeds (6) | sriracha sauce (ground red chili peppers, water, sugar, ground garlic, salt (6)",usda_only_train:41 | usda_only_val:13 | usda_only_holdout:11 | openfoodfacts_targeted:1,,
1175,chili sauce,chili sauce,49,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:product_style,"chili sauce (21) | chili sauce (jalapeno puree, chili flake, crushed garlic, vegetable oil, sugar, vinegar, modified corn starch) (10) | chili sauce (chili, sugar, salt, garlic, distilled vinegar, potassium sorbate, xanthan gum) (8) | chili sauce (tomatoes, tomato puree tomato paste, water , corn syrup, distilled vinegar, high fructose corn syrup, salt, dehydrated onions, spice, garlic powder, natural flavoring (4) | chili sauce (tomatoes, corn syrup, distilled vinegar, salt, spices, onion*) (4)",usda_only_train:35 | usda_only_val:7 | usda_only_holdout:6 | openfoodfacts_targeted:1,,
1175,sweet chili sauce,sweet chili sauce,38,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:product_style,"sweet chili sauce (sugar, water, pickled red chili, vinegar, garlic, salt, xanthan gum) (6) | sweet chili sauce (sugar, water, chili peppers, vinegar, salt (6) | sweet chili sauce (sugar, water, chili paste, garlic, vinegar, modified cornstarch, salt, fermented wheat protein, cayenne pepper, extractives of paprika, citric acid, xanthan gum, sodium benzoate) (4) | sweet chili sauce (water, sugar, red peppers, garlic, distilled white vinegar, sea salt, chilies, citric acid, xanthan gum) (4) | sweet chili sauce (water, sugar, rice vinegar, corn starch, vinegar, garlic (4)",usda_only_train:25 | usda_only_holdout:10 | usda_only_val:2 | openfoodfacts_targeted:1,,
1175,pepper sauce,pepper sauce,34,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:product_style,"pepper sauce (cayenne peppers, distilled vinegar, water, salt, dried garlic) (6) | pepper sauce (aged cayenne red peppers, distilled vinegar, water, salt, garlic powder) (6) | pepper sauce (red peppers, vinegar, water, salt, garlic) (5) | pepper sauce (aged cayenne peppers) (5) | pepper sauce (aged red peppers, vinegar, salt) (4)",usda_only_train:19 | usda_only_val:9 | usda_only_holdout:3 | openfoodfacts_targeted:3,,
1175,apple sauce,apple sauce,33,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:product_style,"apple sauce (15) | apple sauce (apples, water, ascorbic acid) (5) | apple sauce (apples, water) (5) | apple sauce (apples, water, ascorbic acid to protect color ) (4) | apple sauce (apples, water, ascorbic acid to protect colo ) (3)",usda_only_train:22 | usda_only_holdout:6 | usda_only_val:5,,
1175,frank s redhot cayenne pepper sauce,frank's redhot cayenne pepper sauce,25,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:product_style,"frank's redhot cayenne pepper sauce (aged cayenne red peppers, distilled vinegar, water, salt, garlic powder) (25)",usda_only_train:17 | usda_only_val:7 | usda_only_holdout:1,,
1175,ziti sauce,ziti sauce,23,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:product_style,"ziti sauce (vine-ripened diced tomatoes in juice, water, tomato paste, onions, burgundy wine (23)",usda_only_train:17 | usda_only_holdout:4 | usda_only_val:2,,
1135,barbecue sauce,barbecue sauce,102,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:product_style,"barbecue sauce (tomato paste, high fructose corn syrup, water, corn syrup, distilled vinegar, molasses, salt (12) | barbecue sauce (high fructose corn syrup, distilled vinegar, tomato paste, modified food starch (11) | barbecue sauce (distilled vinegar, tomato paste, sugar, corn syrup, molasses, water, salt, mustard bran, hickory smoke flavor, spices, onion powder, celery seed, sodium benzoate as a preservative , garlic powder, flavors) (10) | barbecue sauce (tomato paste, high fructose corn syrup, water,corn syrup, distilled vinegar, molasses, salt, hoagie bun: enriched wheat flour (wheat flour,niacin, reduced iron, thiamine mononitrate, riboflavin, enzyme, folic acid),water, sugar, soybean oil (9) | barbecue sauce (high fructose corn syrup, distilled vinegar, tomato paste, food starch - modified (8)",usda_only_train:69 | usda_only_val:17 | usda_only_holdout:16,,
1115,sweet onion dijon vinaigrette dressing,sweet onion dijon vinaigrette dressing,39,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:product_style,"sweet onion dijon vinaigrette dressing (water, canola oil, sugar, dijon mustard distilled vinegar, water, mustard seed, salt, white wine, citric acid, turmeric, spices, tartaric acid , onion, white wine vinegar, onion juice, cider vinegar (19) | sweet onion dijon vinaigrette dressing (water, canola oil, sugar, dijon mustard distilled vinegar, water, mustard seed, salt, white wine, citric acid, turmeric, spices, tartaric acid , onion, white wine vinegar, onion juice, apple cider vinegar (16) | sweet onion dijon vinaigrette dressing (water, canola oil, sugar, dijon mustard distilled vinegar, water, mustard seed, salt, white wine, citric acid, turmeric, tartaric acid, spices , onion, sweet onion sweet onion, vinegar, salt , white wine vinegar, salt, lemon juice concentrate, dried onion, spices, xanthan gum, natural flavor) (4)",usda_only_train:27 | usda_only_val:8 | usda_only_holdout:4,,
1115,sweet onion dijon dressing,sweet onion dijon dressing,29,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:product_style,"sweet onion dijon dressing (water, canola oil, sugar, dijon mustard distilled vinegar, water, mustard seed, salt, white wine, citric acid, turmeric, spices, tartaric acid , onion, white wine vinegar, onion juice, apple cider vinegar (17) | sweet onion dijon dressing (water, canola oil, sugar, dijon mustard distilled vinegar, water, mustard seed, salt, white wine, spices , onion, white wine vinegar, onion juice (5) | sweet onion dijon dressing (water, canola oil, sugar, dijon mustard (distilled vinegar, water, mustard seed, salt, white wine, citric acid, turmeric, spices, tartaric acid , onion, white wine vinegar, onion juice, apple cider vinegar (4) | sweet onion dijon dressing (water, canola oil, sugar, dijon mustard vinegar, water, mustard seed, salt, white wine, citric acid, turmeric, spices, tartaric acid , onion, white wine vinegar, onion juice, apple cider vinegar (3)",usda_only_train:17 | usda_only_val:9 | usda_only_holdout:3,,
765,marinara sauce with romano cheese,marinara sauce with romano cheese,16,yes,milk,Gluten-free,Pescatarian | Vegan | Vegetarian,allergen:milk | diet_block:animal_derivative | evidence:surface_form,"marinara sauce with romano cheese (tomatoes and tomato paste, water, canola oil, mushrooms, romano cheese sheep's milk, cheese culture, salt, rennet , modified food starch, salt, onion dry , spices, citric acid) (16)",usda_only_train:11 | usda_only_holdout:4 | usda_only_val:1,,
765,soy sauce solids wheat,soy sauce solids wheat,15,yes,soy | wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,allergen:soy | diet_block:gluten_free,soy sauce solids wheat (15),usda_only_train:10 | usda_only_val:5,,
765,soy sauce soy sauce maltodextrin salt,"soy sauce soy sauce , maltodextrin, salt",15,yes,soy | wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,allergen:soy | diet_block:gluten_free | evidence:surface_form,"dehydrated soy sauce (soy sauce (wheat, soybeans, salt), maltodextrin, salt) (9) | dried soy sauce (soy sauce (wheat, soybeans, salt), maltodextrin, salt) (6)",usda_only_train:8 | usda_only_holdout:5 | usda_only_val:2,,
765,soy sauce solid,soy sauce solid,9,yes,soy | wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,allergen:soy | diet_block:gluten_free | evidence:surface_form,"soy sauce solids (wheat, soybeans, salt, maltodextrin, caramel color) (8) | soy sauce solids (soybeans, wheat, salt) (1)",usda_only_train:6 | usda_only_val:2 | usda_only_holdout:1,,
765,tomato sauce with romano cheese,tomato sauce with romano cheese,9,yes,milk,Gluten-free,Pescatarian | Vegan | Vegetarian,allergen:milk | diet_block:animal_derivative | evidence:surface_form,"tomato sauce with romano cheese (tomatoes and tomato paste, water, canola oil, mushrooms, romano cheese sheep's milk, cheese culture, salt, rennet , modified food starch, salt, onion dry , spices, citric acid) (6) | tomato sauce with romano cheese (tomatoes and tomato paste, water, canola oil, mushrooms, romano cheese sheep's milk, cheese culture, salt, rennet , modified corn starch, salt, onion dry , spices, citric acid) (3)",usda_only_train:7 | usda_only_val:1 | usda_only_holdout:1,,
765,sauce water brown sugar soy sauce miso wine vinegar corn starch molasses fried in vegetable oil,"sauce water, brown sugar, soy sauce , miso , wine vinegar, corn starch, molasses, fried in vegetable oil",8,yes,soy | wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,allergen:soy | diet_block:gluten_free | evidence:surface_form,"sauce (water, brown sugar, soy sauce (water, wheat, soybeans, salt, alcohol, vinegar, lactic acid), miso (soybeans, rice, salt, koji), wine vinegar, corn starch, molasses, fried in vegetable oil) (8)",usda_only_train:6 | usda_only_val:2,,
740,worcestershire sauce water,worcestershire sauce water,17,yes,fish,Pescatarian | Gluten-free,Vegan | Vegetarian,allergen:fish,worcestershire sauce water (17),usda_only_train:12 | usda_only_val:3 | usda_only_holdout:2,,
740,oyster flavored sauce water,oyster flavored sauce water,16,yes,shellfish,Pescatarian | Gluten-free,Vegan | Vegetarian,allergen:shellfish,oyster flavored sauce water (16),usda_only_train:11 | usda_only_val:3 | usda_only_holdout:2,,
740,worcestershire sauce distilled white vinegar,worcestershire sauce distilled white vinegar,13,yes,fish,Pescatarian | Gluten-free,Vegan | Vegetarian,allergen:fish,worcestershire sauce distilled white vinegar (13),usda_only_train:11 | usda_only_holdout:2,,
715,cream sauce base,cream sauce base,16,yes,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk,"cream sauce base (light cream, water, food starch-modified corn (10) | cream sauce base (coconut oil, corn syrup solids, cream powder sweet cream, nonfat milk, sodium caseinate , sodium caseinate, mono - and diglycerides, dipotassium phosphate, modified food starch, sunflower lecithin, xanthan gum, titanium dioxide) (3) | cream sauce base (light cream, water, food starch modified corn (2) | cream sauce base (light cream, water, food starch-modified corni (1)",usda_only_train:11 | usda_only_holdout:3 | usda_only_val:2,,
715,process cheese sauce concentrate,process cheese sauce concentrate,13,yes,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk,"pasteurized process cheese sauce concentrate (milk, palm oil, whey, water, maltodextrin, sodium phosphate, corn syrup solids (9) | pasteurized process cheese sauce concentrate (cheddar and other natural cheese pasteurized milk, cheese culture, salt, enzymes , palm oil, water, maltodextrin, sodium phosphate, corn syrup solids (4)",usda_only_train:9 | usda_only_val:2 | usda_only_holdout:2,,
715,cheese flavored sauce water,cheese flavored sauce water,11,yes,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk,cheese flavored sauce water (11),usda_only_train:8 | usda_only_val:2 | usda_only_holdout:1,,
715,cheese sauce mix maltodextrin,cheese sauce mix maltodextrin,10,yes,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk,cheese sauce mix maltodextrin (10),usda_only_train:8 | usda_only_val:1 | usda_only_holdout:1,,
715,cheese sauce milk smilk,cheese sauce milk smilk,8,yes,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk,cheese sauce milk smilk (8),usda_only_train:6 | usda_only_val:2,,
715,cheese sauce mix modified corn starch,cheese sauce mix modified corn starch,8,yes,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk,cheese sauce mix modified corn starch (8),usda_only_train:6 | usda_only_val:2,,
715,mild cheddar cheese sauce organic cheddar cheese,mild cheddar cheese sauce organic cheddar cheese,8,yes,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk,"organic mild cheddar cheese sauce organic cheddar cheese (pasteurized organic milk, cheese culture, salt, enzymes) (7) | mild cheddar cheese sauce organic cheddar cheese (pasteurized organic milk, cheese culture, salt, enzymes) (1)",usda_only_val:4 | usda_only_train:3 | usda_only_holdout:1,,
715,white cheddar cheese sauce blend,white cheddar cheese sauce blend,8,yes,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk,"white cheddar cheese sauce blend (modified food starch, whey, corn syrup solids, palm oil, salt, nonfat dry milk, whey protein concentrate, maltodextrin, cheddar cheese pasteurized milk, culture, salt, enzymes , potato starch, corn starch, sodium sulfate, natamycin anti-caking blend ) (5) | white cheddar cheese sauce blend (modified food starch, whey, corn syrup solids, palm oil, salt, nonfat dry milk, whey protein concentrate, maltodextrin, cheddar cheese pasteurized milk, culture, enzymes (3)",usda_only_train:6 | usda_only_val:1 | usda_only_holdout:1,,
705,soy sauce powder,soy sauce powder,73,yes,soy | wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,allergen:soy | diet_block:gluten_free | evidence:surface_form,"soy sauce powder (dehydrated soy sauce soybeans, wheat, salt , maltodextrin, salt) (31) | soy sauce powder (soy sauce wheat, soybeans, salt , maltodextrin, salt) (19) | soy sauce powder (wheat, soybeans, salt, maltodextrin) (5) | soy sauce powder (wheat, soybeans, salt) (4) | soy sauce powder (3)",usda_only_train:45 | openfoodfacts_targeted:10 | usda_only_val:9 | usda_only_holdout:9,,
705,soy sauce wheat,soy sauce wheat,34,yes,soy | wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,allergen:soy | diet_block:gluten_free,soy sauce wheat (24) | dehydrated soy sauce wheat (6) | dried soy sauce wheat (4),usda_only_train:27 | usda_only_holdout:4 | usda_only_val:3,,
680,oyster sauce water,oyster sauce water,65,yes,shellfish,Pescatarian | Gluten-free,Vegan | Vegetarian,allergen:shellfish,oyster sauce water (65),usda_only_train:45 | usda_only_val:8 | usda_only_holdout:8 | openfoodfacts_targeted:4,,
680,worcestershire sauce distilled vinegar,worcestershire sauce distilled vinegar,31,yes,fish,Pescatarian | Gluten-free,Vegan | Vegetarian,allergen:fish,worcestershire sauce distilled vinegar (24) | dried worcestershire sauce distilled vinegar (7),usda_only_train:22 | usda_only_val:5 | usda_only_holdout:4,,
680,worcestershire sauce concentrate,worcestershire sauce concentrate,27,yes,fish,Pescatarian | Gluten-free,Vegan | Vegetarian,allergen:fish,"worcestershire sauce concentrate (vinegar, molasses, corn syrup, water, salt, caramel color, garlic powder, sugar, spices, tamarind) (11) | worcestershire sauce concentrate (water, vinegar, salt, sugar, caramel color (9) | worcestershire sauce concentrate (distilled vinegar, molasses, corn syrup, water, salt, caramel color, garlic powder, sugar, spices, tamarind, natural flavor) (7)",usda_only_train:19 | usda_only_holdout:6 | usda_only_val:2,,
680,worcestershire sauce vinegar,worcestershire sauce vinegar,26,yes,fish,Pescatarian | Gluten-free,Vegan | Vegetarian,allergen:fish,worcestershire sauce vinegar (26),usda_only_train:19 | usda_only_holdout:5 | usda_only_val:2,,
465,ziti base spaghetti with meat sauce sauce base,ziti base spaghetti with meat sauce sauce base,8,yes,,Gluten-free,Pescatarian | Vegan | Vegetarian,diet_block:meat | evidence:surface_form,"ziti base spaghetti with meat sauce (sauce base (vine-ripened fresh tomatoes, a blend of extra virgin olive oil and sunflower oil, salt, oregano, granulated garlic, black pepper and naturally derived citric acid)) (8)",usda_only_train:7 | usda_only_val:1,,
460,salad dressing soybean oil,salad dressing soybean oil,12,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,salad dressing soybean oil (12),usda_only_train:9 | usda_only_holdout:2 | usda_only_val:1,,
460,chianti italian dressing soybean oil,chianti italian dressing soybean oil,10,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,chianti italian dressing soybean oil (10),usda_only_train:8 | usda_only_val:2,,
460,dressing soybean oil,dressing soybean oil,10,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,dressing soybean oil (10),usda_only_train:4 | usda_only_val:3 | usda_only_holdout:3,,
460,tamri soy sauce soybean,tamri soy sauce soybean,9,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,dehydrated tamri soy sauce soybeans (9),usda_only_train:5 | usda_only_val:3 | usda_only_holdout:1,,
460,caesar dressing soybean oil,caesar dressing soybean oil,8,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,caesar dressing soybean oil (8),usda_only_train:4 | usda_only_holdout:3 | usda_only_val:1,,
460,ranch dressing soybean oil,ranch dressing soybean oil,8,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,ranch dressing soybean oil (8),usda_only_train:6 | usda_only_val:2,,
460,reduced sodium soy sauce water,reduced sodium soy sauce water,8,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,reduced sodium soy sauce water (8),usda_only_train:6 | usda_only_holdout:2,,
460,reese s peanut butter sauce peanut,reese's peanut butter sauce peanut,8,yes,peanut,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:peanut,reese's peanut butter sauce peanuts (8),usda_only_train:7 | usda_only_holdout:1,,
400,soy sauce soybean,soy sauce soybean,67,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,dehydrated soy sauce soybeans (33) | soy sauce soybeans (28) | dried soy sauce soybeans (6),usda_only_train:44 | usda_only_val:10 | usda_only_holdout:10 | openfoodfacts_targeted:3,,
400,soy sauce fermented soybean,soy sauce fermented soybean,42,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,soy sauce fermented soybeans (42),usda_only_train:22 | usda_only_val:8 | usda_only_holdout:6 | openfoodfacts_targeted:6,,
400,less than 2 soy sauce water,less than 2% soy sauce water,36,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,less than 2% soy sauce water (36),usda_only_train:24 | usda_only_val:8 | usda_only_holdout:4,,
400,soy sauce powder soy sauce fermented soybean,soy sauce powder soy sauce fermented soybean,32,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,soy sauce powder soy sauce fermented soybeans (32),usda_only_train:26 | usda_only_val:3 | usda_only_holdout:3,,
400,spicy thai peanut dressing liquid sugar,spicy thai peanut dressing liquid sugar,8,yes,peanut,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:peanut,"spicy thai peanut dressing liquid sugar (sugar, water) (8)",usda_only_train:4 | usda_only_val:3 | usda_only_holdout:1,,
360,soy sauce water,soy sauce water,658,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,soy sauce water (658),usda_only_train:424 | usda_only_val:126 | usda_only_holdout:97 | openfoodfacts_targeted:11,,
160,hoisin sauce sugar,hoisin sauce sugar,19,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,hoisin sauce sugar (19),usda_only_train:15 | usda_only_holdout:4,,
160,hot sauce aged cayenne red pepper,hot sauce aged cayenne red pepper,19,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,hot sauce aged cayenne red pepper (14) | hot sauce aged cayenne red peppers (5),usda_only_train:11 | usda_only_val:5 | usda_only_holdout:3,,
160,tabasco sauce distilled vinegar,tabasco sauce distilled vinegar,19,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,tabasco sauce distilled vinegar (19),usda_only_train:15 | usda_only_val:2 | usda_only_holdout:2,,
160,tomato sauce tomato concentrate,tomato sauce tomato concentrate,19,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,tomato sauce tomato concentrate (19),usda_only_train:13 | usda_only_val:3 | usda_only_holdout:3,,
160,hot sauce cayenne red pepper,hot sauce cayenne red pepper,17,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,hot sauce cayenne red pepper (17),usda_only_train:11 | usda_only_val:4 | usda_only_holdout:2,,
160,cayenne pepper sauce aged cayenne red pepper,cayenne pepper sauce aged cayenne red pepper,16,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,cayenne pepper sauce aged cayenne red peppers (16),usda_only_train:12 | usda_only_val:2 | usda_only_holdout:2,,
160,sauce tomato puree,sauce tomato puree,15,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,"sauce tomato puree (water, tomato paste) (15)",usda_only_train:9 | usda_only_holdout:4 | usda_only_val:2,,
160,cayenne pepper sauce cayenne red pepper,cayenne pepper sauce cayenne red pepper,13,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,cayenne pepper sauce cayenne red pepper (11) | cayenne pepper sauce cayenne red peppers (2),usda_only_train:12 | usda_only_val:1,,
160,cayenne pepper sauce powder,cayenne pepper sauce powder,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,"cayenne pepper sauce powder (aged cayenne red peppers, distilled vinegar, salt, garlic powder) (9) | cayenne pepper sauce powder (aged red peppers, distilled vinegar, salt, garlic) (2)",usda_only_train:6 | usda_only_holdout:5,,
160,rochester sauce distilled vinegar,rochester sauce distilled vinegar,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,rochester sauce distilled vinegar (11),usda_only_train:8 | usda_only_holdout:2 | usda_only_val:1,,
160,hoisin sauce water,hoisin sauce water,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,hoisin sauce water (10),usda_only_train:8 | usda_only_val:1 | usda_only_holdout:1,,
160,oil dressing canola oil and extra virgin olive oil,oil dressing canola oil and extra virgin olive oil,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,oil dressing canola oil and extra virgin olive oil (10),usda_only_train:6 | usda_only_holdout:3 | usda_only_val:1,,
160,tomato basil sauce tomato puree,tomato basil sauce tomato puree,9,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,"tomato basil sauce tomato puree (water, tomato paste) (9)",usda_only_train:5 | usda_only_val:2 | usda_only_holdout:2,,
160,unsweetened applesauce apple,unsweetened applesauce apple,9,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,unsweetened applesauce apples (9),usda_only_train:6 | usda_only_holdout:2 | usda_only_val:1,,
160,hot sauce aged cayenne pepper,hot sauce aged cayenne pepper,8,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,hot sauce aged cayenne peppers (8),usda_only_train:6 | usda_only_holdout:2,,
160,hot sauce powder,hot sauce powder,8,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,"hot sauce powder (cayenne pepper sauce aged cayenne peppers, distilledvinegar, salt, garlic powder , maltodextrin) (4) | hot sauce powder (cayenne pepper sauce aged cayenne peppers, distilled vinegar, salt, garlic powder , maltodextrin) (2) | hot sauce powder (maltodextrin, salt, aged red peppers, vinegar, garlic) (1) | hot sauce powder (1)",usda_only_train:5 | usda_only_val:2 | openfoodfacts_targeted:1,,
160,sauce crushed tomoato,sauce crushed tomoato,8,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,"sauce crushed tomoatoes (vine-ripened fresh tomatoes, salt, naturally derived citric acid) (8)",usda_only_train:6 | usda_only_val:2,,
160,sauce water tomato paste seasoning modified food starch,"sauce water, tomato paste, seasoning , modified food starch",8,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,"sauce (water, tomato paste, seasoning (sugar, salt, garlic powder, spice, onion powder, xanthan gum, tricalcium phosphate), modified food starch) (5) | sauce (water, tomato paste, seasoning (salt, sugar, onion powder, spices, garlic powder, xanthan and guar gum, potassium sorbate, citric acid, tricalcium phosphate, soybean oil), modified food starch) (3)",usda_only_train:6 | usda_only_holdout:2,,
100,applesauce,applesauce,55,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,"applesauce (apple puree, ascorbic acid to protect color ) (15) | applesauce (apples, water, ascorbic acid to retain color ) (15) | applesauce (11) | applesauce (apples, water, ascorbic acid) (6) | applesauce (apples, ascorbic acid) (4)",usda_only_train:41 | usda_only_holdout:9 | usda_only_val:5,,
100,fudge sauce high fructose corn syrup,fudge sauce high fructose corn syrup,27,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,fudge sauce high fructose corn syrup (27),usda_only_train:19 | usda_only_holdout:5 | usda_only_val:3,,
100,sauce water,sauce water,27,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,sauce water (27),usda_only_train:16 | usda_only_holdout:8 | usda_only_val:2 | openfoodfacts_targeted:1,,
